facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
missing,Hoover Jones and Lopez Hosp,health center,0,christ church,2016-06-10,2018-04-11,13017625924745,missing,13.01762,-59.24745
3099,Stephens-Moss Medical Center,hospital,241,st. michael,2020-10-05,2018-09-15,124950584533,,12.495,-58.4533
missing,Downs-Carlson-and-Baldwin,clinic,384,st. joseph,2025-02-25,2018-09-05,59097301282010,reinspection due,12.8201,-59.0973
missing,Downs-Carlson-and-Baldwin,clinic,384,st. joseph,2025-02-25,2018-09-05,59097301282010,reinspection due,12.8201,-59.0973
03101,Martin Jones and Huff Infirmary,health center,372,missing,2023-12-12,2025-01-10,12892475901767,good,12.89247,-59.01767
3102,Stanley Benitez and Kelly Hospital,health center,255,st. andrew,2020-06-10,2025-07-26,58806331301032,,13.01032,-58.80633
3103,Marshall PLC Infirmary,hospital,0,st. james,2020-01-02,2021-05-15,,,13.0,-59.0
3103,Marshall PLC Infirmary,hospital,0,st. james,2020-01-02,2021-05-15,,,13.0,-59.0
06286d,Wiggins-Morgan Polyclinic,health center,242,st. andrew,2020-08-04,,59210831270265,,12.70265,-59.21083
missing,Rivera Jones and Smith Clinic,missing,0,christ church,2020-12-24,2020-05-01,59232331312836,needs upgrade,13.12836,-59.23233
3106,Mora-Henry Hosp,health center,212,st. andrew,2025-09-17,2021-09-30,59055271304014,missing,13.04014,-59.05527
03107,Norton-PLC Clinic,community health center,321,st. george,2022-05-24,2023-12-14,124539585526,reinspection due,12.4539,-58.5526
missing,Sanders-Kaiser,clinic,0,st. michael,2025-02-22,2022-10-30,12987995880177,good,12.98799,-58.80177
missing,Norton Moore and Villa Hosp,community health center,0,missing,2018-05-25,2024-11-26,58778061272346,good,12.72346,-58.77806
03110,Anderson PLC Polyclinic,polyclinic,411,st. john,2022-01-31,2021-02-15,58878431295522,reinspection due,12.95522,-58.87843
3111,Johnston Brown and Gonzales Polyclinic,polyclinic,0,st. john,2018-06-24,2022-11-03,58933821297231,,12.97231,-58.93382
3112,David-Lewis Clinic,missing,0,st. james,2021-02-25,2023-07-18,59182301307446,good,13.07446,-59.1823
3113,Neal-Osborne,community health center,231,st. joseph,2024-02-02,2018-07-29,58992691281695,missing,12.81695,-58.99269
3114,Parks Duran and Peters Infirmary,polyclinic,158,st. andrew,2016-10-16,2023-03-24,58807161279728,,12.79728,-58.80716
3114,Parks Duran and Peters Infirmary,polyclinic,158,st. andrew,2016-10-16,2023-03-24,58807161279728,,12.79728,-58.80716
3115,Arnold Diaz and Ortiz,clinic,10,st. lucy,2020-03-31,2020-06-13,13854591554,missing,13.854,-59.155
HF3116,Johnson Adkins and Walsh,polyclinic,0,christ church,2024-04-14,2024-09-01,58996281311233,followup ,13.11233,-58.99628
3117,Nelson-Butler,missing,206,christ church,2025-08-30,2025-05-24,1250558487,missing,12.505,-58.487
missing,Green Melton and Burgess,hospital,10,st. george,2022-06-29,2024-08-11,58729651305006,,13.05006,-58.72965
fa5eba,Phillips Henderson and Miller,polyclinic,446,missing,2021-10-01,2025-04-16,58936331321800,,13.218,-58.93633
missing,Becker Silva and Taylor Infirmary,community health center,88,st. george,2019-07-17,2018-03-09,59236341288020,reinspection due,12.8802,-59.23634
missing,Ramos Proctor and Gaines Hosp,hospital,0,st. john,2017-01-16,2022-11-23,125216585547,missing,12.5216,-58.5547
7d10f8,Odonnell-Ltd,clinic,0,st. andrew,2017-09-26,2018-12-20,13024425914479,missing,13.02442,-59.14479
03123,Huffman Inc,health center,0,st. andrew,2017-04-01,2024-09-10,,missing,13.0,-59.0
3124,Jones-Hodges Infirmary,community health center,0,st. joseph,2025-06-03,2021-09-30,1253359114,good,12.533,-59.114
missing,Jackson LLC Polyclinic,health center,0,missing,2024-03-13,2020-07-27,58726591303055,,13.03055,-58.72659
missing,Smith and Sons Medical Center,community health center,0,st. lucy,2024-03-10,2019-10-22,58711211321517,,13.21517,-58.71121
missing,Anderson-York Polyclinic,community health center,0,st. george,2025-05-21,2018-07-31,12944475929222,reinspection due,12.94447,-59.29222
missing,Morrison Lewis and Nelson Infirmary,health center,47,st. james,2018-04-08,2020-11-25,58882791305718,missing,13.05718,-58.88279
03129,Yates PLC Hosp,missing,10,st. michael,2022-03-05,2022-06-04,58892341275299,followup ,12.75299,-58.89234
03129,Yates PLC Hosp,missing,10,st. michael,2022-03-05,2022-06-04,58892341275299,followup ,12.75299,-58.89234
3130,Alexander-Green-and-Odonnell Medical Center,community health center,303,st. michael,2025-12-06,2024-03-06,13144859159,,13.144,-85.915
3130,Alexander-Green-and-Odonnell Medical Center,community health center,303,st. michael,2025-12-06,2024-03-06,13144859159,,13.144,-85.915
HF3131,Green-Cameron,clinic,0,st. john,2023-05-25,2024-02-18,13024365902353,,13.02436,-59.02353
missing,Marks-James Hosp,hospital,175,st. george,2023-12-07,2025-10-30,,reinspection due,13.0,-59.0
missing,Wilson Inc Hosp,missing,50,st. john,2024-05-26,2025-05-21,1394585058,missing,13.945,-85.058
missing,Osborne-Carter Hosp,health center,0,christ church,2025-11-04,2025-08-29,59221851296425,missing,12.96425,-59.22185
03135,Perry-Mclean Medical Center NewLine,health center,10,st. peter,2018-06-21,2021-03-24,58956791320043,good,13.20043,-58.95679
missing,Price Pham and George,polyclinic,0,st. george,2020-04-20,2025-06-16,59049401323058,,13.23058,-59.0494
03137,Oliver Roth and Jones,missing,0,st. john,2022-12-29,2025-08-25,13047915894892,reinspection due,13.04791,-58.94892
03138,Schultz-Flores-and-Gutierrez NewLine,community health center,182,st. joseph,2024-03-04,2018-01-13,1392591252,needs upgrade,13.925,-91.252
missing,Wagner-Robinson-and-Webb Polyclinic,community health center,455,st. james,2020-01-13,2025-10-28,125025585610,,12.5025,-58.561
missing,Gutierrez-Perry Hosp,clinic,466,st. peter,2025-03-01,2020-05-21,59117481302657,,13.02657,-59.11748
3141,Ramos-Bush Clinic,polyclinic,230,st. james,2024-01-08,2022-02-07,12944365894891,missing,12.94436,-58.94891
HF3142,Sanchez Garner and Walker Hosp,clinic,0,missing,2021-11-07,2025-08-27,124652584759,,12.4652,-58.4759
0d79e3,Soto Munoz and Gonzalez,missing,0,christ church,2024-07-03,2022-04-28,58891171280130,,12.8013,-58.89117
03144,Pennington-Kent Hosp,clinic,186,st. john,2017-02-16,2021-12-21,58852071319118,good,13.19118,-58.85207
3145,Molina and Sons,community health center,385,st. peter,2025-12-29,2024-01-05,132758449,good,13.27,-58.44
03146,Cunningham Williams and Boone Health Centre,clinic,492,st. george,2022-10-08,2024-03-17,13250455913855,needs upgrade,13.25045,-59.13855
missing,Christian LLC,hospital,0,st. george,2021-06-09,2021-02-06,58991051285560,,12.8556,-58.99105
3148,Baker-Cameron Clinic,polyclinic,0,st. michael,2018-12-29,2023-03-13,59132261310432,,13.10432,-59.13226
missing,Booth-Fuller Health Centre,health center,184,st. james,2019-01-02,2023-04-14,1342959757,,13.429,-59.757
missing,Mason and Sons Hosp,hospital,0,st. james,2016-07-27,2023-07-21,59001171284258,missing,12.84258,-59.00117
3151,Williamson-Coleman Clinic,missing,10,st. andrew,2025-08-02,2023-01-24,125445591440,needs upgrade,12.5445,-59.144
HF3152,Davis Perez and Jones Infirmary,polyclinic,119,st. john,2022-09-16,2025-05-30,58770371298196,followup ,12.98196,-58.77037
HF3152,Davis Perez and Jones Infirmary,polyclinic,119,st. john,2022-09-16,2025-05-30,58770371298196,followup ,12.98196,-58.77037
16fa30,Thomas-and-Sons,polyclinic,378,st. lucy,2019-04-06,,131536591423,,13.1536,-59.1423
missing,Mccoy-Young Clinic,hospital,0,st. michael,2022-06-03,2020-07-27,59284951303241,missing,13.03241,-59.28495
0dc0ca,Rojas Ltd Medical Center,polyclinic,10,st. lucy,2025-09-06,2023-10-24,59042121278992,,12.78992,-59.04212
missing,Smith-Turner Polyclinic,hospital,11,st. george,2023-10-08,2019-07-08,59143171316140,,13.1614,-59.14317
04fb94,Torres-Moon,community health center,336,st. joseph,2022-01-19,2022-08-21,58874081284097,,12.84097,-58.87408
missing,Espinoza Jenkins and Ray,community health center,304,st. peter,2023-05-16,2022-04-19,59209771277054,needs upgrade,12.77054,-59.20977
3159,Hughes and Sons,community health center,449,st. john,2018-04-28,2020-09-01,13007685873826,good,13.00768,-58.73826
HF3160,Williams-Johnston,hospital,315,st. george,2020-11-26,2018-12-04,13131559838,good,13.131,-55.983
3161,Simmons Inc Hospital,community health center,141,st. john,,2023-06-23,59282621309730,missing,13.0973,-59.28262
HF3162,Hill-Thomas Health Centre,health center,265,st. joseph,2017-10-28,2019-05-23,13041555926681,good,13.04155,-59.26681
missing,Johnson-Lucas Medical Center,hospital,195,st. michael,2020-06-27,2023-11-05,12951005907160,needs upgrade,12.951,-59.0716
03164,Delgado Castillo and Graves Medical Center,hospital,288,missing,2020-02-16,2018-01-26,58812481272554,,12.72554,-58.81248
3165,Peterson-Group Hospital,clinic,88,st. andrew,2018-09-05,2022-02-25,58758441296910,followup ,12.9691,-58.75844
3165,Peterson-Group Hospital,clinic,88,st. andrew,2018-09-05,2022-02-25,58758441296910,followup ,12.9691,-58.75844
644a87,Rogers Inc Health Centre,health center,482,st. michael,2018-10-19,2025-12-21,12935165923782,missing,12.93516,-59.23782
b4f526,Smith LLC Hosp,health center,293,st. andrew,2024-10-10,2020-06-07,,,13.0,-59.0
HF3168,Glenn-Whitehead,clinic,491,st. james,2023-03-03,2025-01-19,58791581317478,,13.17478,-58.79158
5bac30,Wood-Lyons-and-Swanson Hospital,community health center,189,st. james,2023-11-20,2023-08-23,,needs upgrade,13.0,-59.0
fee95b,Graham-Garcia Polyclinic,polyclinic,0,st. joseph,2022-03-09,2023-05-27,59251561326753,,13.26753,-59.25156
3171,Boone Lee and Anderson Hosp,missing,0,st. john,2024-09-24,2024-04-03,58820171315391,,13.15391,-58.82017
03172,Reyes-Montgomery Hospital,polyclinic,272,christ church,2021-12-07,2024-08-22,58717431305435,needs upgrade,13.05435,-58.71743
e8cae1,Oliver-Ltd Infirmary,community health center,0,st. andrew,2025-04-04,2018-11-20,,missing,13.0,-59.0
e8cae1,Oliver-Ltd Infirmary,community health center,0,st. andrew,2025-04-04,2018-11-20,,missing,13.0,-59.0
3174,Garza-Mclaughlin-and-Washington,hospital,339,missing,2025-01-15,2023-09-14,59231981309325,good,13.09325,-59.23198
3175,Wu Torres and Hicks Infirmary,polyclinic,292,st. james,2018-12-23,2018-12-26,58972451311989,followup ,13.11989,-58.97245
missing,Hall and Sons Hospital,missing,296,missing,2017-05-27,2021-10-16,13141758517,missing,13.141,-75.851
03177,Arellano-Freeman,hospital,0,st. michael,2025-08-18,2024-10-30,58887121278626,missing,12.78626,-58.88712
3178,Gordon-Simmons-and-Wolfe Hosp,hospital,0,missing,2019-06-24,,,missing,13.0,-59.0
missing,Smith Taylor and Acevedo,community health center,98,st. john,2016-09-16,2018-02-24,59267631304439,,13.04439,-59.26763
3180,Wilcox-LLC,missing,24,st. andrew,2024-07-29,2019-07-07,,needs upgrade,13.0,-59.0
03181,Sparks-Guzman-and-Moore Clinic,missing,150,st. joseph,2025-12-28,2024-10-31,131456585427,,13.1456,-58.5427
HF3182,Watson Jones and Thompson Hospital,hospital,485,st. james,2019-08-06,2022-03-14,,,13.0,-59.0
091f70,Matthews-Burnett Medical Center NewLine,health center,0,st. michael,2024-12-24,2021-01-16,12762125919023,followup ,12.76212,-59.19023
3184,Dominguez-Gonzalez Infirmary NewLine,hospital,276,st. james,2022-01-12,2024-06-20,59043891302377,followup ,13.02377,-59.04389
8efd8c,Williams PLC Polyclinic,clinic,289,missing,2023-09-06,2020-07-20,12495659115,missing,12.495,-65.911
8efd8c,Williams PLC Polyclinic,clinic,289,missing,2023-09-06,2020-07-20,12495659115,missing,12.495,-65.911
HF3186,Morgan Marshall and Logan Health Centre,community health center,383,st. lucy,2017-04-09,2020-12-09,12724785887010,reinspection due,12.72478,-58.8701
3187,Jones Bowers and Padilla,polyclinic,76,st. george,2020-09-26,2024-06-30,13175225877392,missing,13.17522,-58.77392
41161c,Thompson Group,polyclinic,0,st. joseph,2019-01-18,2021-07-29,12757865884351,,12.75786,-58.84351
missing,Barron-Jefferson,health center,77,st. peter,2017-10-14,2019-08-17,,needs upgrade,13.0,-59.0
03190,Santos-Henderson,community health center,286,st. james,2023-03-14,2021-08-08,58951721272678,followup ,12.72678,-58.95172
missing,Key-Gonzalez,clinic,404,st. andrew,2025-04-07,2021-06-28,58843841285443,,12.85443,-58.84384
3192,Hull Inc,hospital,51,st. james,2020-01-15,2023-10-19,58812441319985,,13.19985,-58.81244
missing,Jones-Nelson Hosp,polyclinic,362,st. george,2024-01-19,2021-08-16,,,13.0,-59.0
03194,Jones-Wilson Hosp,community health center,0,st. michael,2016-03-01,2023-08-31,1352158570,needs upgrade,13.521,-58.57
03195,Lopez LLC,hospital,0,st. andrew,2019-02-19,2024-07-17,59107221315857,,13.15857,-59.10722
03195,Lopez LLC,hospital,0,st. andrew,2019-02-19,2024-07-17,59107221315857,,13.15857,-59.10722
HF3196,Moore-Sexton-and-Leblanc Health Centre,hospital,363,st. james,2018-06-07,2024-10-07,13102059514,needs upgrade,5.951,-13.102
missing,Benson Norton and Sanchez Infirmary,clinic,10,st. john,2022-01-12,2020-02-27,,missing,13.0,-59.0
missing,Benson Norton and Sanchez Infirmary,clinic,10,st. john,2022-01-12,2020-02-27,,missing,13.0,-59.0
3198,Ruiz Ltd,missing,0,st. george,2019-07-08,2024-06-24,131156591358,good,13.1156,-59.1358
missing,Alvarez-Thompson-and-Lopez Clinic,health center,425,st. peter,2024-02-28,2023-03-16,59095491294056,,12.94056,-59.09549
3200,Evans Fitzgerald and Weber,hospital,10,st. michael,2018-02-08,2025-03-06,58969221326156,,13.26156,-58.96922
03201,Lozano Santiago and Davis Clinic,hospital,0,st. john,2022-09-12,2024-03-13,12843415914792,needs upgrade,12.84341,-59.14792
3202,Fitzpatrick-Parker,hospital,0,st. george,2020-07-18,2022-01-10,59274211306284,missing,13.06284,-59.27421
missing,Hicks Inc Medical Center,polyclinic,273,st. peter,2017-12-26,2020-03-31,59171381272783,,12.72783,-59.17138
HF3204,Patel LLC,community health center,0,st. lucy,2023-08-08,2018-09-15,58893241272509,followup ,12.72509,-58.89324
2fe9a1,Garcia-Ramirez Medical Center,clinic,10,st. peter,2023-02-01,2024-11-22,,,13.0,-59.0
missing,Adams-Spencer,hospital,0,st. michael,2016-04-05,2018-05-23,131135591719,good,13.1135,-59.1719
3207,Mcgrath-Graves-and-Morris Infirmary,polyclinic,0,christ church,2020-06-22,2025-02-10,13818585950,,13.818,-58.595
HF3208,Vance PLC Polyclinic,clinic,240,st. james,2021-02-04,2020-07-26,125211584614,missing,12.5211,-58.4614
HF3208,Vance PLC Polyclinic,clinic,240,st. james,2021-02-04,2020-07-26,125211584614,missing,12.5211,-58.4614
missing,Petersen-Collins Polyclinic,community health center,92,st. peter,2018-05-19,2024-05-18,12885335886640,reinspection due,12.88533,-58.8664
HF3210,Snow LLC Infirmary,community health center,10,st. george,2018-04-04,2023-12-06,58796471277733,reinspection due,12.77733,-58.79647
HF3211,Durham Quinn and Bennett Infirmary,community health center,10,st. george,2019-06-10,2020-03-24,125038585112,missing,12.5038,-58.5112
HF3211,Durham Quinn and Bennett Infirmary,community health center,10,st. george,2019-06-10,2020-03-24,125038585112,missing,12.5038,-58.5112
3212,Morales Goodman and Roman Infirmary,polyclinic,186,st. james,2021-05-30,2024-09-01,58765111314421,needs upgrade,13.14421,-58.76511
3213,Russell-Bowers Infirmary,health center,195,st. michael,2016-10-06,2022-02-05,13122665885182,reinspection due,13.12266,-58.85182
HF3214,Higgins Inc Hospital,hospital,10,st. peter,2019-10-24,2020-02-13,58872221297600,missing,12.976,-58.87222
HF3215,Washington Hill and Atkins Medical Center,health center,492,st. james,2022-09-16,2018-12-04,59282121279528,,12.79528,-59.28212
75174e,Taylor-LLC Medical Center,missing,435,christ church,2018-10-27,2018-04-08,58990011314181,reinspection due,13.14181,-58.99001
03217,Curtis Reid and Howe,missing,195,st. peter,2023-12-30,2024-05-31,59113131272805,missing,12.72805,-59.11313
3218,Watson LLC Hospital,hospital,109,st. andrew,2024-06-08,2022-09-22,132758519,,13.27,-58.51
03219,Leonard and Sons,missing,0,christ church,2017-01-23,2021-12-18,,missing,13.0,-59.0
03220,Rios LLC,missing,0,st. lucy,2023-10-17,2021-12-24,12701655910047,followup ,12.70165,-59.10047
3221,King-Craig Hospital,hospital,163,st. michael,2022-03-19,2021-11-10,59009421286559,followup ,12.86559,-59.00942
03222,Hawkins Neal and Abbott Medical Center,clinic,0,st. george,2017-02-07,2023-08-13,59133471310841,missing,13.10841,-59.13347
b9f271,Marshall and Sons Hospital,hospital,179,missing,2025-03-17,2018-01-29,58895171318090,needs upgrade,13.1809,-58.89517
missing,Frazier LLC Hosp,health center,10,st. peter,2023-01-07,2022-01-16,59071841324005,missing,13.24005,-59.07184
03225,Johnson-Zimmerman Polyclinic,missing,0,missing,2023-06-09,2023-04-18,13853584352,needs upgrade,13.853,-58.435
3226,Nelson Ltd Health Centre NewLine,polyclinic,0,st. joseph,2017-05-30,2023-05-19,58894581276003,missing,12.76003,-58.89458
missing,Lopez Thomas and Estrada Hospital,polyclinic,0,st. joseph,2023-09-02,2023-02-17,13144359442,good,13.144,-35.944
3228,Stephenson-Clayton-and-Byrd,missing,17,missing,2018-08-11,2018-07-24,58831811307810,reinspection due,13.0781,-58.83181
missing,Love and Sons Hosp,polyclinic,0,missing,2025-03-03,,,needs upgrade,13.0,-59.0
missing,Myers-Wilson Medical Center,missing,0,christ church,2017-04-14,2019-05-24,,reinspection due,13.0,-59.0
missing,Webster-Strickland Clinic,health center,0,st. michael,2022-08-13,2024-03-11,58912051324935,good,13.24935,-58.91205
HF3232,Bryant-Stewart Hospital,missing,391,st. lucy,2021-09-25,2022-06-04,13153459218,followup ,13.153,-45.921
missing,Curry-LLC,health center,10,christ church,2020-07-07,2022-12-11,58880971289093,reinspection due,12.89093,-58.88097
missing,Mora Smith and Stewart,missing,0,st. john,2017-10-06,2025-07-26,12776755915678,needs upgrade,12.77675,-59.15678
HF3235,Franklin-PLC,polyclinic,449,st. joseph,2023-12-06,2021-04-09,59152371320264,good,13.20264,-59.15237
3236,Smith Group,community health center,410,st. peter,2025-02-06,2025-02-04,58702801290263,,12.90263,-58.7028
3236,Smith Group,community health center,410,st. peter,2025-02-06,2025-02-04,58702801290263,,12.90263,-58.7028
03237,Small Howard and Brown Medical Center,polyclinic,226,st. george,2024-01-04,2024-04-12,58759231329766,needs upgrade,13.29766,-58.75923
missing,Collins-Ltd Health Centre,clinic,29,missing,2020-11-08,2024-09-18,12948165920151,missing,12.94816,-59.20151
missing,Collins-Ltd Health Centre,clinic,29,missing,2020-11-08,2024-09-18,12948165920151,missing,12.94816,-59.20151
4f6983,Robinson-Inc,hospital,0,st. joseph,2017-12-02,2019-08-28,12954785906854,,12.95478,-59.06854
missing,Boyer-Maxwell Polyclinic,community health center,302,st. john,2021-03-08,2022-02-20,,needs upgrade,13.0,-59.0
03241,Walker-Mcconnell,health center,0,st. john,2016-08-11,2023-06-12,59077571289842,,12.89842,-59.07757
missing,Owen-Paul Clinic,health center,0,st. andrew,2021-01-11,2018-05-03,13528591629,missing,13.528,-59.162
HF3243,Garrett-Barnett Health Centre,community health center,0,st. john,2025-02-16,2020-10-22,58922811305643,good,13.05643,-58.92281
03244,Arnold LLC Infirmary,clinic,49,missing,2021-11-19,2023-03-26,,,13.0,-59.0
fb7138,Garza Peck and Thompson Infirmary,community health center,415,missing,2022-08-28,2025-04-27,58976401329152,,13.29152,-58.9764
missing,Williams-Hernandez Infirmary,clinic,0,christ church,2021-05-25,2025-09-25,59037551306375,,13.06375,-59.03755
HF3247,Cooper Goodwin and Bradley Hosp,hospital,10,st. andrew,2022-11-24,2021-09-04,58781791308268,needs upgrade,13.08268,-58.78179
missing,Lee-Pollard Clinic,health center,135,st. michael,2022-01-03,2024-12-29,,,13.0,-59.0
missing,Lee-Pollard Clin,health center,135,st. michael,2022-01-03,2024-12-29,,,13.0,-59.0
missing,Wood-Valencia-and-Wright,hospital,421,st. andrew,2018-02-25,2020-06-17,13193395894853,needs upgrade,13.19339,-58.94853
missing,Wood-Valencia-and-Wright,hospital,421,st. andrew,2018-02-25,2020-06-17,13193395894853,needs upgrade,13.19339,-58.94853
03250,Hale-Williams Medical Center,clinic,10,st. michael,2018-06-14,2025-10-11,12841775898542,followup ,12.84177,-58.98542
03250,Hale-Williams Medical Center,clinic,10,st. michael,2018-06-14,2025-10-11,12841775898542,followup ,12.84177,-58.98542
HF3251,Johnson-Schmidt Hospital,community health center,10,st. lucy,2020-03-03,2025-09-04,59212681292921,,12.92921,-59.21268
missing,Williams Group Hospital,community health center,0,st. john,2020-02-06,2019-07-15,12943565910007,,12.94356,-59.10007
missing,Norman-Mills Medical Center,health center,0,missing,2024-04-09,2025-11-15,59062811324267,good,13.24267,-59.06281
HF3254,Barajas-Group,missing,473,st. andrew,2016-01-30,2022-11-12,59080881271805,missing,12.71805,-59.08088
3255,Zimmerman-Hernandez Health Centre,community health center,0,st. james,2018-08-12,2020-05-19,1392859538,reinspection due,13.928,-59.538
3256,Taylor Gonzales and Holt,health center,7,st. lucy,2016-09-20,2022-04-01,59158391285489,missing,12.85489,-59.15839
03257,Williams PLC Polyclinic,community health center,216,st. lucy,2024-08-09,2022-03-18,59041421321277,,13.21277,-59.04142
missing,Carey George and Reynolds Clinic,hospital,434,st. john,2016-02-20,2023-08-03,58855311295915,good,12.95915,-58.85531
3259,Howe Ltd Polyclinic,polyclinic,420,st. john,2019-03-27,2022-02-21,59042681322250,followup ,13.2225,-59.04268
HF3260,Wallace Group,polyclinic,226,st. lucy,2022-08-26,2021-09-20,,,13.0,-59.0
03261,Allen-Gordon-and-Gonzalez Hosp,hospital,450,christ church,2020-11-06,2023-12-16,1363459112,reinspection due,13.634,-59.112
missing,Porter LLC Health Centre,health center,475,st. john,2025-10-16,2018-11-28,,missing,13.0,-59.0
1c430b,Moore Group Health Centre,hospital,460,missing,2019-04-18,2021-10-18,58845621302455,,13.02455,-58.84562
1c430b,Moore Group Health Centre,hospital,460,missing,2019-04-18,2021-10-18,58845621302455,,13.02455,-58.84562
3264,Patterson-Hale,clinic,451,st. james,2017-03-10,2020-11-12,,,13.0,-59.0
3265,Goodman Sharp and Hines Medical Center,health center,0,st. michael,2024-03-05,2018-03-08,13014885925834,followup ,13.01488,-59.25834
3266,Johnson Group Hosp,hospital,0,st. joseph,2016-07-15,2021-08-07,12533859325,,12.533,-85.932
missing,Lynch Frazier and Thomas Polyclinic,health center,10,st. joseph,2023-02-04,2019-01-04,12950185895467,needs upgrade,12.95018,-58.95467
missing,Stone LLC,clinic,0,st. andrew,2024-06-10,2019-08-20,12502585722,good,12.502,-58.572
03269,Davis-Meyer,polyclinic,197,christ church,2019-09-14,2022-03-23,1342058462,missing,13.42,-58.462
3270,Henry Peters and Rivas Hospital,community health center,40,st. michael,2021-09-14,2020-10-15,58755291314923,missing,13.14923,-58.75529
HF3271,Morrison and Sons Infirmary,community health center,225,st. george,2020-05-10,2021-08-31,13181335875873,missing,13.18133,-58.75873
3272,Obrien Inc Clinic,clinic,257,christ church,2021-03-10,2023-05-08,131525585748,missing,13.1525,-58.5748
6b0510,Jones-Bishop Polyclinic,community health center,62,st. james,2018-09-18,2021-06-18,12994435900632,,12.99443,-59.00632
0b2011,King and Sons Clinic,polyclinic,160,st. james,2020-09-23,2021-06-28,13016075897806,needs upgrade,13.01607,-58.97806
0b2011,King and Sons Clin,polyclinic,160,st. james,2020-09-23,2021-06-28,13016075897806,needs upgrade,13.01607,-58.97806
missing,Allen-Brown,community health center,0,st. lucy,2022-04-30,2024-08-01,125323584259,,12.5323,-58.4259
03276,Rodriguez Hatfield and Lee PolyclinicNewLine,community health center,0,st. joseph,2016-12-21,2023-07-19,,needs upgrade,13.0,-59.0
HF3277,Salazar Howard and Bryant,polyclinic,44,st. peter,2017-04-03,2018-07-24,,missing,13.0,-59.0
missing,Thomas-Jennings Hosp,hospital,237,st. andrew,2017-12-12,2023-10-24,58815211274981,needs upgrade,12.74981,-58.81521
3279,Soto Perez and Wood Health Centre,community health center,145,christ church,2023-05-16,2021-07-11,59036171321185,,13.21185,-59.03617
4973d4,Oconnor-Watts,health center,338,christ church,2024-09-09,2023-08-03,124220585932,reinspection due,12.422,-58.5932
missing,Hawkins-Baker Clinic,health center,0,christ church,2021-11-27,2024-08-28,58938921312150,,13.1215,-58.93892
3282,Bowman-Wilkerson Medical Center,polyclinic,0,st. joseph,2020-06-23,2022-11-27,13732584625,,13.732,-58.462
03283,Olson Ltd Hospital,missing,342,st. andrew,2022-05-13,2020-12-26,12507584941,missing,12.507,-58.494
HF3284,Anderson Smith and Torres Clinic,health center,477,missing,2023-10-25,2022-09-17,59245961318282,,13.18282,-59.24596
HF3284,Anderson Smith and Torres Clinic,health center,477,missing,2023-10-25,2022-09-17,59245961318282,,13.18282,-59.24596
missing,Hudson-Zimmerman,clinic,43,st. peter,2019-08-12,2024-09-06,,missing,13.0,-59.0
03286,Ramirez Mills and Armstrong Health CentreNewLine,polyclinic,0,st. andrew,2016-05-12,2023-11-06,125017591115,missing,12.5017,-59.1115
missing,Barnes-Stone Infirmary,hospital,181,st. joseph,2022-01-22,2024-11-05,59129271301683,missing,13.01683,-59.12927
HF3288,Newton-Smith Polyclinic,missing,0,st. michael,2021-05-28,2018-04-30,59172421317947,,13.17947,-59.17242
3289,Taylor Cross and Washington Hospital,hospital,292,st. peter,2017-01-15,2022-12-11,,,13.0,-59.0
a26dcc,Schroeder Rodriguez and Rosales,health center,466,christ church,2018-02-09,2020-08-10,13173859029,,13.173,-85.902
3291,Miller PLC,polyclinic,337,st. george,2024-09-08,2023-06-18,58995911298599,needs upgrade,12.98599,-58.99591
3292,Rodriguez-Becker Clinic,community health center,410,st. michael,2019-02-15,2019-08-05,58884391278883,missing,12.78883,-58.88439
7743a6,Owens Thomas and AndersonNewLine,community health center,337,st. peter,2017-11-30,2022-05-17,59292901299373,missing,12.99373,-59.2929
3294,Mora-Martinez Polyclinic,community health center,0,st. lucy,2024-09-11,2022-01-26,,good,13.0,-59.0
missing,Sharp-Ramirez Hospital,polyclinic,203,st. lucy,2020-06-24,2022-07-19,59230971327755,needs upgrade,13.27755,-59.23097
HF3296,Jones LLC Infirmary,hospital,0,st. lucy,2016-05-26,2023-08-16,1315335945,missing,13.153,-35.945
missing,Taylor Inc,community health center,0,missing,2022-07-28,2023-05-16,12882875898730,reinspection due,12.88287,-58.9873
03298,Greene-and-Sons Infirmary,community health center,320,st. joseph,2025-07-08,2024-12-28,1312258568,needs upgrade,13.122,-58.568
03298,Greene-and-Sons Infirmary,community health center,320,st. joseph,2025-07-08,2024-12-28,1312258568,needs upgrade,13.122,-58.568
missing,Silva-Henderson,community health center,26,st. peter,2024-09-22,2019-09-01,13154465908849,good,13.15446,-59.08849
2a3e95,Jackson PLC Hosp,hospital,0,st. joseph,2018-06-30,2022-03-10,59184111325493,good,13.25493,-59.18411
18f2d8,Thomas-Group Medical Center,polyclinic,0,st. john,2025-03-03,2021-10-18,,followup ,13.0,-59.0
HF3302,Brown Campbell and Johnson,polyclinic,196,st. john,2022-12-18,2019-01-18,13135959648,missing,13.135,-95.964
83522d,Arias Bean and Anderson Health Centre,polyclinic,0,st. james,2024-04-03,2023-07-29,13935584434,,13.935,-58.443
missing,Ramirez-Group Infirmary,community health center,468,st. lucy,2020-08-18,2025-11-20,,followup ,13.0,-59.0
HF3305,Mora Mills and Smith,community health center,378,st. peter,2017-07-03,2019-03-05,12815915899528,needs upgrade,12.81591,-58.99528
